Element Name,Windows NT,Windows,Component,Component Version,Declaration Header,Include Header,Library,Unicode,Element Type
glGetClipPlane,Windows NT 3.5 or later,Windows 95 or later. Available as a redistributable for Windows 95.,OpenGL,,Gl.h,,Opengl32.lib,,function
glGetColorTableEXT,Windows NT 4.0 or later,Windows 95 or later. Available as a redistributable for Windows 95.,OpenGL,,Gl.h,,Opengl32.lib,,function
glGetColorTableParameterfvEXT; glGetColorTableParameterivEXT,Windows NT 4.0 or later,Windows 95 or later. Available as a redistributable for Windows 95.,OpenGL,,Gl.h,,Opengl32.lib,,function
glGetError,Windows NT 3.5 or later,Windows 95 or later. Available as a redistributable for Windows 95.,OpenGL,,Gl.h,,Opengl32.lib,,function
glGetLightfv; glGetLightiv,Windows NT 3.5 or later,Windows 95 or later. Available as a redistributable for Windows 95.,OpenGL,,Gl.h,,Opengl32.lib,,function
glGetMapdv; glGetMapfv; glGetMapiv,Windows NT 3.5 or later,Windows 95 or later. Available as a redistributable for Windows 95.,OpenGL,,Gl.h,,Opengl32.lib,,function
glGetMaterialfv; glGetMaterialiv,Windows NT 3.5 or later,Windows 95 or later. Available as a redistributable for Windows 95.,OpenGL,,Gl.h,,Opengl32.lib,,function
glGetPixelMapfv; glGetPixelMapuiv; glGetPixelMapusv,Windows NT 3.5 or later,Windows 95 or later. Available as a redistributable for Windows 95.,OpenGL,,Gl.h,,Opengl32.lib,,function
glGetPointerv,Windows NT 4.0 or later,Windows 95 or later. Available as a redistributable for Windows 95.,OpenGL,,Gl.h,,Opengl32.lib,,function
glGetPolygonStipple,Windows NT 3.5 or later,Windows 95 or later. Available as a redistributable for Windows 95.,OpenGL,,Gl.h,,Opengl32.lib,,function
glGetString,Windows NT 3.5 or later,Windows 95 or later. Available as a redistributable for Windows 95.,OpenGL,,Gl.h,,Opengl32.lib,,function
glGetTexEnvfv,Windows NT 3.5 or later,Windows 95 or later. Available as a redistributable for Windows 95.,OpenGL,,Gl.h,,Opengl32.lib,,function
glGetTexGendv; glGetTexGenfv; glGetTexGeniv,Windows NT 3.5 or later,Windows 95 or later. Available as a redistributable for Windows 95.,OpenGL,,Gl.h,,Opengl32.lib,,function
glGetTexImage,Windows NT 3.5 or later,Windows 95 or later. Available as a redistributable for Windows 95.,OpenGL,,Gl.h,,Opengl32.lib,,function
glGetTexLevelParameterfv; glGetTexLevelParameteriv,Windows NT 3.5 or later,Windows 95 or later. Available as a redistributable for Windows 95.,OpenGL,,Gl.h,,Opengl32.lib,,function
glGetTexParameterfv; glGetTexParameteriv,Windows NT 3.5 or later,Windows 95 or later. Available as a redistributable for Windows 95.,OpenGL,,Gl.h,,Opengl32.lib,,function
glHint,Windows NT 3.5 or later,Windows 95 or later. Available as a redistributable for Windows 95.,OpenGL,,Gl.h,,Opengl32.lib,,function
glIndex,Windows NT 3.5 or later,Windows 95 or later. Available as a redistributable for Windows 95.,OpenGL,,Gl.h,,Opengl32.lib,,function
glIndexMask,Windows NT 3.5 or later,Windows 95 or later. Available as a redistributable for Windows 95.,OpenGL,,Gl.h,,Opengl32.lib,,function
glIndexPointer,Windows NT 4.0 or later,Windows 95 or later. Available as a redistributable for Windows 95.,OpenGL,,Gl.h,,Opengl32.lib,,function
glIndexs,Windows NT 3.5 or later,Windows 95 or later. Available as a redistributable for Windows 95.,OpenGL,,Gl.h,,Opengl32.lib,,function
glInitNames,Windows NT 3.5 or later,Windows 95 or later. Available as a redistributable for Windows 95.,OpenGL,,Gl.h,,Opengl32.lib,,function
glInterleavedArrays,Windows NT 4.0 or later,Windows 95 or later. Available as a redistributable for Windows 95.,OpenGL,,Gl.h,,Opengl32.lib,,function
glIsEnabled,Windows NT 3.5 or later,Windows 95 or later. Available as a redistributable for Windows 95.,OpenGL,,Gl.h,,Opengl32.lib,,function
glIsList,Windows NT 3.5 or later,Windows 95 or later. Available as a redistributable for Windows 95.,OpenGL,,Gl.h,,Opengl32.lib,,function
glIsTexture,Windows NT 4.0 or later,Windows 95 or later. Available as a redistributable for Windows 95.,OpenGL,,Gl.h,,Opengl32.lib,,function
glLightf; glLighti; glLightfv; glLightiv,Windows NT 3.5 or later,Windows 95 or later. Available as a redistributable for Windows 95.,OpenGL,,Gl.h,,Opengl32.lib,,function
glLightModelf; glLightModeli; glLightModelfv; glLightModeliv,Windows NT 3.5 or later,Windows 95 or later. Available as a redistributable for Windows 95.,OpenGL,,Gl.h,,Opengl32.lib,,function
glLineStipple,Windows NT 3.5 or later,Windows 95 or later. Available as a redistributable for Windows 95.,OpenGL,,Gl.h,,Opengl32.lib,,function
glLineWidth,Windows NT 3.5 or later,Windows 95 or later. Available as a redistributable for Windows 95.,OpenGL,,Gl.h,,Opengl32.lib,,function
glListBase,Windows NT 3.5 or later,Windows 95 or later. Available as a redistributable for Windows 95.,OpenGL,,Gl.h,,Opengl32.lib,,function
glLoadIdentity,Windows NT 3.5 or later,Windows 95 or later. Available as a redistributable for Windows 95.,OpenGL,,Gl.h,,Opengl32.lib,,function
glLoadMatrixd; glLoadMatrixf,Windows NT 3.5 or later,Windows 95 or later. Available as a redistributable for Windows 95.,OpenGL,,Gl.h,,Opengl32.lib,,function
glLoadName,Windows NT 3.5 or later,Windows 95 or later. Available as a redistributable for Windows 95.,OpenGL,,Gl.h,,Opengl32.lib,,function
glLogicOp,Windows NT 3.5 or later,Windows 95 or later. Available as a redistributable for Windows 95.,OpenGL,,Gl.h,,Opengl32.lib,,function
glMap1d; glMap1f,Windows NT 3.5 or later,Windows 95 or later. Available as a redistributable for Windows 95.,OpenGL,,Gl.h,,Opengl32.lib,,function
glMap2d; glMap2f,Windows NT 3.5 or later,Windows 95 or later. Available as a redistributable for Windows 95.,OpenGL,,Gl.h,,Opengl32.lib,,function
glMapGrid1d; glMapGrid1f; glMapGrid2d; glMapGrid2f,Windows NT 3.5 or later,Windows 95 or later. Available as a redistributable for Windows 95.,OpenGL,,Gl.h,,Opengl32.lib,,function
glMaterialf; glMateriali; glMaterialfv; glMaterialiv,Windows NT 3.5 or later,Windows 95 or later. Available as a redistributable for Windows 95.,OpenGL,,Gl.h,,Opengl32.lib,,function
glMatrixMode,Windows NT 3.5 or later,Windows 95 or later. Available as a redistributable for Windows 95.,OpenGL,,Gl.h,,Opengl32.lib,,function
glMultMatrixd; glMultMatrixf,Windows NT 3.5 or later,Windows 95 or later. Available as a redistributable for Windows 95.,OpenGL,,Gl.h,,Opengl32.lib,,function
glNewList; glEndList,Windows NT 3.5 or later,Windows 95 or later. Available as a redistributable for Windows 95.,OpenGL,,Gl.h,,Opengl32.lib,,function
glNormal,Windows NT 3.5 or later,Windows 95 or later. Available as a redistributable for Windows 95.,OpenGL,,Gl.h,,Opengl32.lib,,function
glNormalPointer,Windows NT 4.0 or later,Windows 95 or later. Available as a redistributable for Windows 95.,OpenGL,,Gl.h,,Opengl32.lib,,function
glOrtho,Windows NT 3.5 or later,Windows 95 or later. Available as a redistributable for Windows 95.,OpenGL,,Gl.h,,Opengl32.lib,,function
glPassThrough,Windows NT 3.5 or later,Windows 95 or later. Available as a redistributable for Windows 95.,OpenGL,,Gl.h,,Opengl32.lib,,function
glPixelMapfv; glPixelMapuiv; glPixelMapusv,Windows NT 3.5 or later,Windows 95 or later. Available as a redistributable for Windows 95.,OpenGL,,Gl.h,,Opengl32.lib,,function
glPixelStoref; glPixelStorei,Windows NT 3.5 or later,Windows 95 or later. Available as a redistributable for Windows 95.,OpenGL,,Gl.h,,Opengl32.lib,,function
glPixelTransferf; glPixelTransferi,Windows NT 3.5 or later,Windows 95 or later. Available as a redistributable for Windows 95.,OpenGL,,Gl.h,,Opengl32.lib,,function
glPixelZoom,Windows NT 3.5 or later,Windows 95 or later. Available as a redistributable for Windows 95.,OpenGL,,Gl.h,,Opengl32.lib,,function
glPointSize,Windows NT 3.5 or later,Windows 95 or later. Available as a redistributable for Windows 95.,OpenGL,,Gl.h,,Opengl32.lib,,function
glPolygonMode,Windows NT 3.5 or later,Windows 95 or later. Available as a redistributable for Windows 95.,OpenGL,,Gl.h,,Opengl32.lib,,function
glPolygonOffset,Windows NT 4.0 or later,Windows 95 or later. Available as a redistributable for Windows 95.,OpenGL,,Gl.h,,Opengl32.lib,,function
glPolygonStipple,Windows NT 3.5 or later,Windows 95 or later. Available as a redistributable for Windows 95.,OpenGL,,Gl.h,,Opengl32.lib,,function
glPrioritizeTextures,Windows NT 4.0 or later,Windows 95 or later. Available as a redistributable for Windows 95.,OpenGL,,Gl.h,,Opengl32.lib,,function
glPushAttrib; glPopAttrib,Windows NT 3.5 or later,Windows 95 or later. Available as a redistributable for Windows 95.,OpenGL,,Gl.h,,Opengl32.lib,,function
glPushClientAttrib; glPopClientAttrib,Windows NT 4.0 or later,Windows 95 or later. Available as a redistributable for Windows 95.,OpenGL,,Gl.h,,Opengl32.lib,,function
glPushMatrix; glPopMatrix,Windows NT 3.5 or later,Windows 95 or later. Available as a redistributable for Windows 95.,OpenGL,,Gl.h,,Opengl32.lib,,function
glPushName; glPopName,Windows NT 3.5 or later,Windows 95 or later. Available as a redistributable for Windows 95.,OpenGL,,Gl.h,,Opengl32.lib,,function
glRasterPos,Windows NT 3.5 or later,Windows 95 or later. Available as a redistributable for Windows 95.,OpenGL,,Gl.h,,Opengl32.lib,,function
glReadBuffer,Windows NT 3.5 or later,Windows 95 or later. Available as a redistributable for Windows 95.,OpenGL,,Gl.h,,Opengl32.lib,,function
glReadPixels,Windows NT 3.5 or later,Windows 95 or later. Available as a redistributable for Windows 95.,OpenGL,,Gl.h,,Opengl32.lib,,function
glRectd; glRectf; glRecti; glRects; glRectdv; glRectfv; glRectiv; glRectsv,Windows NT 3.5 or later,Windows 95 or later. Available as a redistributable for Windows 95.,OpenGL,,Gl.h,,Opengl32.lib,,function
glRenderMode,Windows NT 3.5 or later,Windows 95 or later. Available as a redistributable for Windows 95.,OpenGL,,Gl.h,,Opengl32.lib,,function
glRotated; glRotatef,Windows NT 3.5 or later,Windows 95 or later. Available as a redistributable for Windows 95.,OpenGL,,Gl.h,,Opengl32.lib,,function
glScaled; glScalef,Windows NT 3.5 or later,Windows 95 or later. Available as a redistributable for Windows 95.,OpenGL,,Gl.h,,Opengl32.lib,,function
glScissor,Windows NT 3.5 or later,Windows 95 or later. Available as a redistributable for Windows 95.,OpenGL,,Gl.h,,Opengl32.lib,,function
glSelectBuffer,Windows NT 3.5 or later,Windows 95 or later. Available as a redistributable for Windows 95.,OpenGL,,Gl.h,,Opengl32.lib,,function
glShadeModel,Windows NT 3.5 or later,Windows 95 or later. Available as a redistributable for Windows 95.,OpenGL,,Gl.h,,Opengl32.lib,,function
glStencilFunc,Windows NT 3.5 or later,Windows 95 or later. Available as a redistributable for Windows 95.,OpenGL,,Gl.h,,Opengl32.lib,,function
glStencilMask,Windows NT 3.5 or later,Windows 95 or later. Available as a redistributable for Windows 95.,OpenGL,,Gl.h,,Opengl32.lib,,function
glStencilOp,Windows NT 3.5 or later,Windows 95 or later. Available as a redistributable for Windows 95.,OpenGL,,Gl.h,,Opengl32.lib,,function
glTexCoord,Windows NT 3.5 or later,Windows 95 or later. Available as a redistributable for Windows 95.,OpenGL,,Gl.h,,Opengl32.lib,,function
glTexCoordPointer,Windows NT 4.0 or later,Windows 95 or later. Available as a redistributable for Windows 95.,OpenGL,,Gl.h,,Opengl32.lib,,function
glTexEnvf; glTexEnvi; glTexEnvfv; glTexEnviv,Windows NT 3.5 or later,Windows 95 or later. Available as a redistributable for Windows 95.,OpenGL,,Gl.h,,Opengl32.lib,,function
glTexGend; glTexGenf; glTexGeni; glTexGendv; glTexGenfv; glTexGeniv,Windows NT 3.5 or later,Windows 95 or later. Available as a redistributable for Windows 95.,OpenGL,,Gl.h,,Opengl32.lib,,function
glTexImage1D,Windows NT 3.5 or later,Windows 95 or later. Available as a redistributable for Windows 95.,OpenGL,,Gl.h,,Opengl32.lib,,function
glTexImage2D,Windows NT 3.5 or later,Windows 95 or later. Available as a redistributable for Windows 95.,OpenGL,,Gl.h,,Opengl32.lib,,function
glTexParameterf; glTexParameteri; glTexParameterfv; glTexParameteriv,Windows NT 3.5 or later,Windows 95 or later. Available as a redistributable for Windows 95.,OpenGL,,Gl.h,,Opengl32.lib,,function
glTexSubImage1D,Windows NT 4.0 or later,Windows 95 or later. Available as a redistributable for Windows 95.,OpenGL,,Gl.h,,Opengl32.lib,,function
glTexSubImage2D,Windows NT 4.0 or later,Windows 95 or later. Available as a redistributable for Windows 95.,OpenGL,,Gl.h,,Opengl32.lib,,function
glTranslated; glTranslatef,Windows NT 3.5 or later,Windows 95 or later. Available as a redistributable for Windows 95.,OpenGL,,Gl.h,,Opengl32.lib,,function
glVertex,Windows NT 3.5 or later,Windows 95 or later. Available as a redistributable for Windows 95.,OpenGL,,Gl.h,,Opengl32.lib,,function
glVertexPointer,Windows NT 4.0 or later,Windows 95 or later. Available as a redistributable for Windows 95.,OpenGL,,Gl.h,,Opengl32.lib,,function
glViewport,Windows NT 3.5 or later,Windows 95 or later. Available as a redistributable for Windows 95.,OpenGL,,Gl.h,,Opengl32.lib,,function
SetPixelFormat,Windows NT 3.5 or later,Windows 95 or later. Available as a redistributable for Windows 95.,OpenGL,,Wingdi.h,Windows.h,Gdi32.lib,,function
GLYPHMETRICSFLOAT,Windows NT 3.51 or later,Windows 95 or later. Available as a redistributable for Windows 95.,OpenGL,,Wingdi.h,Windows.h,,,structure
POINTFLOAT,Windows NT 4.0 or later,Windows 95 or later. Available as a redistributable for Windows 95.,OpenGL,,Wingdi.h,Windows.h,,,structure
SwapBuffers,Windows NT 3.5 or later,Windows 95 or later. Available as a redistributable for Windows 95.,OpenGL Ext,,Wingdi.h,Windows.h,Opengl32.lib,,function
wglCopyContext,Windows NT 3.5 or later,Windows 95 or later. Available as a redistributable for Windows 95.,OpenGL Ext,,Wingdi.h,Windows.h,Opengl32.lib,,function
wglCreateContext,Windows NT 3.5 or later,Windows 95 or later. Available as a redistributable for Windows 95.,OpenGL Ext,,Wingdi.h,Windows.h,Opengl32.lib,,function
wglCreateLayerContext,Windows NT 3.5 or later,Windows 95 or later. Available as a redistributable for Windows 95.,OpenGL Ext,,Wingdi.h,Windows.h,Opengl32.lib,,function
wglDeleteContext,Windows NT 3.5 or later,Windows 95 or later. Available as a redistributable for Windows 95.,OpenGL Ext,,Wingdi.h,Windows.h,Opengl32.lib,,function
wglDescribeLayerPlane,Windows NT 3.5 or later,Windows 95 or later. Available as a redistributable for Windows 95.,OpenGL Ext,,Wingdi.h,Windows.h,Opengl32.lib,,function
wglGetCurrentContext,Windows NT 3.5 or later,Windows 95 or later. Available as a redistributable for Windows 95.,OpenGL Ext,,Wingdi.h,Windows.h,Opengl32.lib,,function
wglGetCurrentDC,Windows NT 3.5 or later,Windows 95 or later. Available as a redistributable for Windows 95.,OpenGL Ext,,Wingdi.h,Windows.h,Opengl32.lib,,function
wglGetLayerPaletteEntries,Windows NT 3.5 or later,Windows 95 or later. Available as a redistributable for Windows 95.,OpenGL Ext,,Wingdi.h,Windows.h,Opengl32.lib,,function
wglGetProcAddress,Windows NT 3.5 or later,Windows 95 or later. Available as a redistributable for Windows 95.,OpenGL Ext,,Wingdi.h,Windows.h,Opengl32.lib,,function
wglMakeCurrent,Windows NT 3.5 or later,Windows 95 or later. Available as a redistributable for Windows 95.,OpenGL Ext,,Wingdi.h,Windows.h,Opengl32.lib,,function
wglRealizeLayerPalette,Windows NT 3.5 or later,Windows 95 or later. Available as a redistributable for Windows 95.,OpenGL Ext,,Wingdi.h,Windows.h,Opengl32.lib,,function
wglSetLayerPaletteEntries,Windows NT 3.5 or later,Windows 95 or later. Available as a redistributable for Windows 95.,OpenGL Ext,,Wingdi.h,Windows.h,Opengl32.lib,,function
wglShareLists,Windows NT 3.5 or later,Windows 95 or later. Available as a redistributable for Windows 95.,OpenGL Ext,,Wingdi.h,Windows.h,Opengl32.lib,,function
wglSwapLayerBuffers,Windows NT 3.5 or later,Windows 95 or later. Available as a redistributable for Windows 95.,OpenGL Ext,,Wingdi.h,Windows.h,Opengl32.lib,,function
wglUseFontBitmaps,Windows NT 3.5 or later,Windows 95 or later. Available as a redistributable for Windows 95.,OpenGL Ext,,Wingdi.h,Windows.h,Opengl32.lib,Implemented as Unicode and ANSI versions on Windows NT/2000.,function
wglUseFontOutlines,Windows NT 3.5 or later,Windows 95 or later. Available as a redistributable for Windows 95.,OpenGL Ext,,Wingdi.h,Windows.h,Opengl32.lib,Implemented as Unicode and ANSI versions on Windows NT/2000.,function
gluBeginCurve; gluEndCurve,Windows NT 3.5 or later,Windows 95 or later. Available as a redistributable for Windows 95.,OpenGL Utils,,Glu.h,,Glu32.lib,,function
gluBeginPolygon; gluEndPolygon,Windows NT 3.5 or later,Windows 95 or later. Available as a redistributable for Windows 95.,OpenGL Utils,,Glu.h,,Glu32.lib,,function
gluBeginSurface; gluEndSurface,Windows NT 3.5 or later,Windows 95 or later. Available as a redistributable for Windows 95.,OpenGL Utils,,Glu.h,,Glu32.lib,,function
gluBeginTrim; gluEndTrim,Windows NT 3.5 or later,Windows 95 or later. Available as a redistributable for Windows 95.,OpenGL Utils,,Glu.h,,Glu32.lib,,function
gluBuild1DMipmaps,Windows NT 3.5 or later,Windows 95 or later. Available as a redistributable for Windows 95.,OpenGL Utils,,Glu.h,,Glu32.lib,,function
gluBuild2DMipmaps,Windows NT 3.5 or later,Windows 95 or later. Available as a redistributable for Windows 95.,OpenGL Utils,,Glu.h,,Glu32.lib,,function
gluCylinder,Windows NT 3.5 or later,Windows 95 or later. Available as a redistributable for Windows 95.,OpenGL Utils,,Glu.h,,Glu32.lib,,function
gluDeleteNurbsRenderer,Windows NT 3.5 or later,Windows 95 or later. Available as a redistributable for Windows 95.,OpenGL Utils,,Glu.h,,Glu32.lib,,function
gluDeleteQuadric,Windows NT 3.5 or later,Windows 95 or later. Available as a redistributable for Windows 95.,OpenGL Utils,,Glu.h,,Glu32.lib,,function
gluDeleteTess,Windows NT 3.5 or later,Windows 95 or later. Available as a redistributable for Windows 95.,OpenGL Utils,,Glu.h,,Glu32.lib,,function
gluDisk,Windows NT 3.5 or later,Windows 95 or later. Available as a redistributable for Windows 95.,OpenGL Utils,,Glu.h,,Glu32.lib,,function
gluErrorString,Windows NT 3.5 or later,Windows 95 or later. Available as a redistributable for Windows 95.,OpenGL Utils,,Glu.h,,Glu32.lib,,function
gluGetNurbsProperty,Windows NT 3.5 or later,Windows 95 or later. Available as a redistributable for Windows 95.,OpenGL Utils,,Glu.h,,Glu32.lib,,function
gluGetString,Windows NT 3.5 or later,Windows 95 or later. Available as a redistributable for Windows 95.,OpenGL Utils,,Glu.h,,Glu32.lib,,function
gluGetTessProperty,Windows NT 3.5 or later,Windows 95 or later. Available as a redistributable for Windows 95.,OpenGL Utils,,Glu.h,,Glu32.lib,,function
gluLoadSamplingMatrices,Windows NT 3.5 or later,Windows 95 or later. Available as a redistributable for Windows 95.,OpenGL Utils,,Glu.h,,Glu32.lib,,function
gluLookAt,Windows NT 3.5 or later,Windows 95 or later. Available as a redistributable for Windows 95.,OpenGL Utils,,Glu.h,,Glu32.lib,,function
gluNewNurbsRenderer,Windows NT 3.5 or later,Windows 95 or later. Available as a redistributable for Windows 95.,OpenGL Utils,,Glu.h,,Glu32.lib,,function
gluNewQuadric,Windows NT 3.5 or later,Windows 95 or later. Available as a redistributable for Windows 95.,OpenGL Utils,,Glu.h,,Glu32.lib,,function
gluNewTess,Windows NT 3.5 or later,Windows 95 or later. Available as a redistributable for Windows 95.,OpenGL Utils,,Glu.h,,Glu32.lib,,function
gluNextContour,Windows NT 3.5 or later,Windows 95 or later. Available as a redistributable for Windows 95.,OpenGL Utils,,Glu.h,,Glu32.lib,,function
gluNurbsCallback,Windows NT 3.5 or later,Windows 95 or later. Available as a redistributable for Windows 95.,OpenGL Utils,,Glu.h,,Glu32.lib,,function
gluNurbsCurve,Windows NT 3.5 or later,Windows 95 or later. Available as a redistributable for Windows 95.,OpenGL Utils,,Glu.h,,Glu32.lib,,function
gluNurbsProperty,Windows NT 3.5 or later,Windows 95 or later. Available as a redistributable for Windows 95.,OpenGL Utils,,Glu.h,,Glu32.lib,,function
gluNurbsSurface,Windows NT 3.5 or later,Windows 95 or later. Available as a redistributable for Windows 95.,OpenGL Utils,,Glu.h,,Glu32.lib,,function
gluOrtho2D,Windows NT 3.5 or later,Windows 95 or later. Available as a redistributable for Windows 95.,OpenGL Utils,,Glu.h,,Glu32.lib,,function
